Tool,Category,Patch,GitHubLink,ChangeType,CodeLine,RequireType
sguard,unchecked_low_level_calls,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.diff,added,require(!locked_);,modifier
sguard,unchecked_low_level_calls,0x89c1b3807d4c67df034fffb62f3509561218d30b,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.diff,added,require(!locked_);,modifier
sguard,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require(!locked_);,modifier
sguard,unchecked_low_level_calls,lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/lotto/lotto.diff,added,require(!locked_);,modifier
sguard,other,crypto_roulette,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/other/crypto_roulette/crypto_roulette.diff,added,require(!locked_);,modifier
sguard,denial_of_service,auction,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/denial_of_service/auction/auction.diff,added,require(!locked_);,modifier
sguard,front_running,eth_tx_order_dependence_minimal,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/front_running/eth_tx_order_dependence_minimal/eth_tx_order_dependence_minimal.diff,added,require(!locked_);,modifier
sguard,front_running,odds_and_evens,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/front_running/odds_and_evens/odds_and_evens.diff,added,require(!locked_);,modifier
sguard,access_control,wallet_04_confused_sign,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/access_control/wallet_04_confused_sign/wallet_04_confused_sign.diff,added,require(!locked_);,modifier
sguard,access_control,wallet_02_refund_nosub,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/access_control/wallet_02_refund_nosub/wallet_02_refund_nosub.diff,added,require(!locked_);,modifier
sguard,access_control,wallet_03_wrong_constructor,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.diff,added,require(!locked_);,modifier
sguard,access_control,phishable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/access_control/phishable/phishable.diff,modified,require(msg.sender == owner);,invariant
sguard,access_control,mycontract,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/access_control/mycontract/mycontract.diff,modified,require(msg.sender == owner);,invariant
sguard,arithmetic,tokensalechallenge,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/arithmetic/tokensalechallenge/tokensalechallenge.diff,modified,"require(msg.value == mul_uint256(numTokens, PRICE_PER_TOKEN));",invariant
sguard,time_manipulation,ether_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/time_manipulation/ether_lotto/ether_lotto.diff,added,require(!locked_);,modifier
sguard,time_manipulation,governmental_survey,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/time_manipulation/governmental_survey/governmental_survey.diff,added,require(!locked_);,modifier
smartfix,bad_randomness,smart_billions,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/smart_billions/smart_billions.diff,added,require((block.number >= hashFirst)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,etheraffle,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/etheraffle/etheraffle.diff,added,require(((raffleId + 1) >= raffleId)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,etheraffle,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/etheraffle/etheraffle.diff,added,require(((refund + pricePerTicket) >= refund)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,etheraffle,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/etheraffle/etheraffle.diff,added,require(((raffleId + 1) >= raffleId)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,old_blockhash,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/old_blockhash/old_blockhash.diff,added,require(((block.number + 1) >= block.number)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,guess_the_random_number,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/guess_the_random_number/guess_the_random_number.diff,added,require((block.number >= 1)); /* <FIX> Insert:BC */,invariant
smartfix,bad_randomness,guess_the_random_number,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/guess_the_random_number/guess_the_random_number.diff,added,require((smartfix_owner == msg.sender)); /* <FIX> Insert */,invariant
smartfix,bad_randomness,lucky_doubler,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/bad_randomness/lucky_doubler/lucky_doubler.diff,added,require(((dValue == 0) || (((dValue * multiplier) / dValue) == multiplier))); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,reentrance,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/reentrance/reentrance.diff,added,require(((balances[_to] + msg.value) >= balances[_to])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,reentrancy_bonus,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/reentrancy_bonus/reentrancy_bonus.diff,added,require(!_locked);,modifier
smartfix,reentrancy,reentrancy_dao,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/reentrancy_dao/reentrancy_dao.diff,added,require(((balance + msg.value) >= balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.diff,added,require(((now + _lockTime) >= now)); /* <FIX> Insert:BC */,runtime check
smartfix,reentrancy,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,simple_dao,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/simple_dao/simple_dao.diff,added,require(((credit[to] + msg.value) >= credit[to])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,simple_dao,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/simple_dao/simple_dao.diff,added,require(res); /* <FIX> Insert */,invariant
smartfix,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/0x561eac93c92360949ab1f1403323e6db345cbf31.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,etherstore,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/etherstore/etherstore.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,etherstore,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/etherstore/etherstore.diff,added,require(((lastWithdrawTime[msg.sender] + 604800) >= lastWithdrawTime[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,reentrancy_simple,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/reentrancy_simple/reentrancy_simple.diff,added,require(((userBalance[msg.sender] + msg.value) >= userBalance[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x941d225236464a25eb18076df7da6a91d0f95e9e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/0x941d225236464a25eb18076df7da6a91d0f95e9e.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require(((Holders[msg.sender] + msg.value) >= Holders[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require((Holders[_addr] >= _wei)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.diff,modified,"require(msg.sender == owner); /* <FIX> Replace: ""tx.origin"" => ""msg.sender"" */",modifier
smartfix,reentrancy,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.diff,added,require(((acc.balance + msg.value) >= acc.balance)); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,etherbank,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/etherbank/etherbank.diff,added,require(!_locked);,modifier
smartfix,reentrancy,etherbank,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/etherbank/etherbank.diff,added,require(((userBalances[msg.sender] + msg.value) >= userBalances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x8c7777c45481dba411450c228cb692ac3d550344,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/0x8c7777c45481dba411450c228cb692ac3d550344.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,modifier_reentrancy,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/modifier_reentrancy/modifier_reentrancy.diff,added,require(!_locked);,modifier
smartfix,reentrancy,modifier_reentrancy,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/modifier_reentrancy/modifier_reentrancy.diff,added,require(((tokenBalance[msg.sender] + 20) >= tokenBalance[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.diff,added,require(((this.balance + msg.value) >= this.balance)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,king_of_the_ether_throne,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/king_of_the_ether_throne/king_of_the_ether_throne.diff,added,require(((valuePaid == 0) || (((valuePaid * wizardCommissionFractionNum) / valuePaid) == wizardCommissionFractionNum))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.diff,added,require(((msg.value == 0) || (((msg.value * (10 ** 18)) / msg.value) == (10 ** 18)))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.diff,added,require(((msg.value == 0) || (((msg.value * 3) / msg.value) == 3))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.diff,added,require(((depositsCount + 1) >= depositsCount)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require(((ticketIndex + rounds[roundIndex].ticketsCountByBuyer[buyer]) >= ticketIndex)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require((((roundIndex + 1) == 0) || ((((roundIndex + 1) * blocksPerRound) / (roundIndex + 1)) == blocksPerRound))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require((msg.value >= (msg.value % ticketPrice))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require(((rounds[roundIndex].ticketsCount + ticketsCount) >= rounds[roundIndex].ticketsCount)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require(((rounds[roundIndex].ticketsCountByBuyer[msg.sender] + ticketsCount) >= rounds[roundIndex].ticketsCountByBuyer[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require(((rounds[roundIndex].pot + value) >= rounds[roundIndex].pot)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.diff,added,require((block.number >= 1)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.diff,added,require(((seed[0] == 0) || (((seed[0] * seed[1]) / seed[0]) == seed[1]))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.diff,added,require((Chain2 == msg.sender)); /* <FIX> Insert */,invariant
smartfix,unchecked_low_level_calls,0x663e4229142a27f00bafb5d087e1e730648314c3,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.diff,added,require((cooldownIndex >= 1)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.diff,added,require(((balances[msg.sender] + msg.value) >= balances[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.diff,added,require(((totalDonated + amount) >= totalDonated)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.diff,added,require(((totalDonated + amount) >= totalDonated)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.diff,added,require(((totalDonated + amount) >= totalDonated)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.diff,added,require(((totalDonated + amount) >= totalDonated)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require(((Holders[msg.sender] + msg.value) >= Holders[msg.sender])); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require((Holders[_addr] >= _wei)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.diff,added,require(((v[i] == 0) || (((v[i] * 1000000000000000000) / v[i]) == 1000000000000000000))); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/lotto/lotto.diff,added,require((winner == msg.sender)); /* <FIX> Insert */,invariant
smartfix,unchecked_low_level_calls,0x5aa88d2901c68fda244f1d0584400368d2c8e739,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.diff,added,require(((this.balance + msg.value) >= this.balance)); /* <FIX> Insert:BC */,invariant
smartfix,unchecked_low_level_calls,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/SmartFix/unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.diff,added,require(((depositsCount + 1) >= depositsCount)); /* <FIX> Insert:BC */,invariant
